train_loss,train_acc,val_loss,val_acc
1.3405221551952464,0.4981570740005671,1.6466436460207068,0.6468579234972678
1.2281789244623944,0.6861355259427275,1.6543495870841658,0.6284153005464481
1.1528428136237727,0.7183158491635951,1.7284139541990526,0.569672131147541
1.1269706657326928,0.6976183725545789,2.701327098958936,0.6536885245901639
1.1056704480620325,0.7296569322370287,1.804999986409001,0.6632513661202186
1.0819588908738174,0.7156223419336547,2.2636732324929856,0.6653005464480874
1.0691527506938088,0.7299404593138644,2.5534102634559868,0.6680327868852459
1.0638726795230062,0.7225687553161327,2.313230815830213,0.6700819672131147
1.053500083694723,0.7263963708534165,2.7838219546110503,0.6646174863387978
1.0448484887203415,0.7222852282392969,2.5984467070637516,0.6639344262295082
1.0544742496891741,0.7245534448539835,2.7399824717956154,0.6653005464480874
1.0601275298762396,0.7256875531613269,2.736182086873301,0.6639344262295082
1.041049324202071,0.7261128437765807,2.529355784117936,0.6659836065573771
1.0568589281353087,0.7262546073149986,2.610815039614172,0.6659836065573771
