train_loss,train_acc,val_loss,val_acc
0.8842179261154314,0.6351006521122767,0.6644920574837043,0.5778688524590164
0.41767395668625323,0.81471505528778,0.5709663888470071,0.575136612021858
0.3249044196782113,0.8592288063510065,0.5625076933148129,0.6058743169398907
0.272805319423543,0.8748227955769776,0.5178788618637564,0.6181693989071039
0.2283937808201203,0.8933938191097249,0.5870017316904875,0.6557377049180327
0.2070223138413358,0.900340232492203,0.5292166350154929,0.6161202185792349
0.18309449297799785,0.9026084491068898,0.5333405196707431,0.6789617486338798
0.1724224385182522,0.9128154238729799,0.5777855107123083,0.6837431693989071
0.14971643761286224,0.9138077686419053,0.5613645899409805,0.6789617486338798
0.13367171347276463,0.9221718174085625,0.5360471067410675,0.6810109289617486
0.12391303499528426,0.9275588318684435,0.5523437749736947,0.6871584699453552
0.12222364286728138,0.9315282109441452,0.5580120642002815,0.6782786885245902
0.1316524573369678,0.9289764672526226,0.5221811818783401,0.6885245901639344
0.1268720543505806,0.928267649560533,0.561696193094462,0.6994535519125683
0.11409613735147871,0.9319535015593989,0.5465431745505073,0.6905737704918032
0.11381774200831556,0.9343634817125035,0.5651341622970143,0.6933060109289617
0.11602376781320577,0.9296852849447123,0.5589350961718729,0.6769125683060109
